Country_territory,Iso3_code,Region,Indicator,Destination,Value_str
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Ghana,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Mali,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Mali,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Mali,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Niger,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Niger,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Philippines,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Togo,1
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Burkina Faso,27
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",China,7
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,7
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,5
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Mali,31
Cote d'Ivoire,CIV,Africa,"Trafficking in persons, detected victims by citizenship",Nigeria,7
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,80
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,113
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,143
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,70
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,15
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,10
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,16
Cote d'Ivoire,CIV,Africa,Detected trafficking victims,Total,7
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",United States of America,1
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,8
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,9
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,13
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,8
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,32
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,14
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,22
Croatia,HRV,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,19
Croatia,HRV,Europe,Detected trafficking victims,Total,19
Croatia,HRV,Europe,Detected trafficking victims,Total,6
Croatia,HRV,Europe,Detected trafficking victims,Total,13
Croatia,HRV,Europe,Detected trafficking victims,Total,15
Croatia,HRV,Europe,Detected trafficking victims,Total,7
Croatia,HRV,Europe,Detected trafficking victims,Total,8
Croatia,HRV,Europe,Detected trafficking victims,Total,7
Croatia,HRV,Europe,Detected trafficking victims,Total,14
Croatia,HRV,Europe,Detected trafficking victims,Total,11
Croatia,HRV,Europe,Detected trafficking victims,Total,37
Croatia,HRV,Europe,Detected trafficking victims,Total,38
Croatia,HRV,Europe,Detected trafficking victims,Total,30
Croatia,HRV,Europe,Detected trafficking victims,Total,29
Cuba,CUB,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,13
Cuba,CUB,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,14
Cuba,CUB,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,16
Cuba,CUB,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,11
Cuba,CUB,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,6
Cuba,CUB,Americas,Detected trafficking victims,Total,13
Cuba,CUB,Americas,Detected trafficking victims,Total,14
Cuba,CUB,Americas,Detected trafficking victims,Total,16
Cuba,CUB,Americas,Detected trafficking victims,Total,11
Cuba,CUB,Americas,Detected trafficking victims,Total,6
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Belarus,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Belarus,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Belarus,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Belarus,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Cyprus,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Egypt,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Estonia,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Estonia,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Greece,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Greece,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Hungary,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Hungary,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Kenya,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Latvia,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Latvia,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Morocco,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Morocco,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Morocco,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Morocco,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Paraguay,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Syrian Arab Republic,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Syrian Arab Republic,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",United Kingdom,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Uzbekistan,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bangladesh,5
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bulgaria,11
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bulgaria,8
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Bulgaria,6
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",China,7
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Dominican Republic,16
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Egypt,5
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",India,6
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",India,12
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",India,13
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,12
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,8
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,5
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,8
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,10
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,13
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,91
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,7
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,8
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,7
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Romania,12
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,5
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,6
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Ukraine,8
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,12
Cyprus,CYP,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,7
Cyprus,CYP,Asia,Detected trafficking victims,Total,54
Cyprus,CYP,Asia,Detected trafficking victims,Total,58
Cyprus,CYP,Asia,Detected trafficking victims,Total,113
Cyprus,CYP,Asia,Detected trafficking victims,Total,52
Cyprus,CYP,Asia,Detected trafficking victims,Total,40
Cyprus,CYP,Asia,Detected trafficking victims,Total,42
Cyprus,CYP,Asia,Detected trafficking victims,Total,33
Cyprus,CYP,Asia,Detected trafficking victims,Total,30
Cyprus,CYP,Asia,Detected trafficking victims,Total,9
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Armenia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Honduras,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Kazakhstan,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Montenegro,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Poland,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",State of Palestine,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",State of Palestine,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",The former Yugoslav Republic of Macedonia,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Uzbekistan,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,14
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,6
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,15
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,5
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,11
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,14
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,9
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,5
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,6
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,5
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,6
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,39
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Romania,7
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,6
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,7
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,8
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,14
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,9
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,10
Czechia,CZE,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,5
Czechia,CZE,Europe,Detected trafficking victims,Total,5
Czechia,CZE,Europe,Detected trafficking victims,Total,11
Czechia,CZE,Europe,Detected trafficking victims,Total,17
Czechia,CZE,Europe,Detected trafficking victims,Total,14
Czechia,CZE,Europe,Detected trafficking victims,Total,33
Czechia,CZE,Europe,Detected trafficking victims,Total,119
Czechia,CZE,Europe,Detected trafficking victims,Total,42
Czechia,CZE,Europe,Detected trafficking victims,Total,76
Czechia,CZE,Europe,Detected trafficking victims,Total,51
Czechia,CZE,Europe,Detected trafficking victims,Total,52
Czechia,CZE,Europe,Detected trafficking victims,Total,57
Czechia,CZE,Europe,Detected trafficking victims,Total,67
Czechia,CZE,Europe,Detected trafficking victims,Total,50
Czechia,CZE,Europe,Detected trafficking victims,Total,38
Czechia,CZE,Europe,Detected trafficking victims,Total,14
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Benin,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Denmark,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Denmark,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Equatorial Guinea,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Guatemala,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Honduras,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Myanmar,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Nicaragua,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Paraguay,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Poland,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Poland,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Denmark,DNK,Europe,"Trafficking in persons, detected victims by citizenship",Slovenia,1
